loc,v(g),ev(g),iv(g),v,l,d,i,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,Label
49,11,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
175,37,33,10,3811.72,0.02,63.79,59.75,13508.46,146,2,24,0,26,43,413,211,73,1
9,5,1,4,112,0.12,8.36,13.4,52,7,0,0,0,9,7,15,13,9,1
48,6,3,6,589.37,0.1,9.81,60.09,321.13,31,4,9,2,10,26,63,51,11,1
62,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
26,2,1,2,336.05,0.1,10,33.6,186.69,20,0,4,0,16,20,40,25,3,1
65,16,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
67,12,6,11,1538.45,0.03,30.56,50.35,2611.57,55,1,9,0,25,45,141,110,23,1
383,31,7,23,8992.28,0.02,53.94,166.72,26944.83,253,74,54,0,21,117,664,601,61,1
25,1,1,1,244.27,0.22,4.59,53.24,62.27,13,0,4,6,6,17,28,26,1,1
22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,7,4,5,552.2,0.05,22.17,24.91,680.03,34,1,7,0,19,18,64,42,13,1
121,7,1,7,2871.95,0.04,22.31,128.71,3560.02,73,20,24,0,17,64,285,168,13,1
83,18,10,15,1218.39,0.05,19.6,62.16,1326.69,55,16,10,0,14,35,119,98,35,1
46,1,1,1,1453.49,0.04,26.44,54.96,2135.37,40,0,4,0,12,27,156,119,1,1
42,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
89,29,29,22,1452.89,0.03,39.54,36.74,3191.79,78,0,9,0,17,23,166,107,57,1
110,4,1,4,4748.42,0.03,39.29,120.85,10364.84,89,0,19,0,14,62,412,348,7,1
76,10,8,5,1236.57,0.04,26.83,46.08,1843.41,58,0,16,0,21,36,120,92,19,1
60,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
56,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
68,4,4,3,1252.94,0.03,29.73,42.15,2069.13,50,5,9,1,19,31,125,97,7,1
95,34,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1
44,2,1,1,892.86,0.04,22.84,39.09,1133.04,35,0,6,0,14,19,115,62,3,1
26,2,1,1,496.18,0.04,27.43,18.09,756.08,18,0,5,0,8,7,79,48,3,1
63,6,1,6,886.09,0.04,22.39,39.57,1102.33,45,3,11,2,22,28,100,57,8,1
65,10,6,4,873.51,0.05,21.72,40.21,1054.14,46,10,6,0,17,27,91,69,19,1
160,11,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
344,44,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1
211,28,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1
112,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
110,15,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
105,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
132,16,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
82,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
28,7,7,3,470.46,0.04,23.13,20.34,604.41,24,1,3,0,20,16,54,37,13,1
157,19,14,10,1312.55,0.02,59.38,22.11,4329.6,70,55,22,8,25,20,144,95,37,1
157,19,14,10,1320.13,0.02,57.14,23.1,4190.89,70,55,22,8,25,21,143,96,37,1
352,32,1,30,12955.16,0.01,164.39,78.81,118315.79,314,14,17,3,33,81,1089,807,47,1
78,2,1,1,1912.25,0.06,16.07,119.03,1706.74,64,0,12,0,14,61,167,140,3,1
31,7,1,5,584.2,0.06,16.23,36,526.67,20,1,5,3,14,22,62,51,13,1
122,18,15,9,2634,0.02,42.35,62.19,6197.75,86,16,15,3,23,41,288,151,35,1
151,39,34,16,2518.56,0.02,45.5,55.35,6366.35,98,33,14,4,21,30,314,130,77,1
129,14,14,8,3251.69,0.03,39.55,82.22,7144.54,94,8,24,0,25,61,313,193,27,1
96,13,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
4,3,3,2,72.34,0.19,5.33,13.56,21.43,2,0,0,0,8,6,11,8,5,1
57,5,1,3,765.1,0.05,18.63,41.06,792.08,34,10,11,0,17,26,84,57,9,1
28,4,1,4,559.35,0.04,27.95,20.01,868.69,20,0,6,0,15,11,78,41,7,1
77,16,8,6,1110.92,0.03,34.76,31.96,2145.31,45,15,12,2,22,25,121,79,31,1
95,11,10,10,938.27,0.05,19.8,47.39,1032.09,59,24,9,1,18,30,102,66,21,1
119,12,1,5,2537.27,0.03,29.05,87.35,4094.53,84,10,23,0,20,63,215,183,23,1
94,12,1,8,2658.37,0.03,32.04,82.93,4734.09,76,5,6,5,26,73,221,180,23,1
83,18,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
11,3,3,2,116.69,0.15,6.72,17.36,43.58,6,1,2,0,11,9,16,11,5,1
51,9,8,5,520,0.05,20.4,25.49,589.33,27,15,6,1,17,15,68,36,17,1
104,17,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
89,8,4,6,1387.96,0.04,23.1,60.08,1781.41,64,14,11,0,17,39,133,106,15,1
16,2,1,2,96.79,0.33,3,32.25,16.12,10,0,4,0,4,9,17,14,3,1
415,90,43,31,8462.43,0.01,73.69,114.83,34645.34,351,28,30,4,32,104,715,479,179,1
26,2,1,2,403.25,0.1,9.61,41.97,215.26,20,0,4,0,13,23,44,34,3,1
74,9,5,8,1989.01,0.04,26.83,74.12,2965.1,63,1,6,2,23,60,172,140,17,1
123,21,1,21,2217.18,0.02,44.76,49.54,5513.19,97,2,22,0,41,60,202,131,24,1
34,3,1,3,569.45,0.1,10.5,54.23,332.18,23,6,5,0,12,28,58,49,5,1
28,5,1,4,210.83,0.11,9.09,23.19,106.48,15,6,5,0,10,11,28,20,9,1
24,2,1,2,302.21,0.1,9.88,30.58,165.92,13,6,3,0,14,17,37,24,3,1
222,33,21,17,5775.72,0.02,46.18,125.06,14818.74,185,8,28,1,37,137,434,342,65,1
113,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
41,4,4,4,1221.7,0.04,24.19,50.51,1641.57,32,3,4,0,26,43,120,80,7,1
68,9,7,5,981.36,0.02,53.14,18.47,2897.36,52,5,9,0,24,14,125,62,17,1
36,5,1,5,524.79,0.09,11.67,44.98,340.14,30,0,4,0,14,24,60,40,9,1
135,18,1,7,2538.47,0.02,51.7,49.1,7290.37,120,0,13,0,27,41,260,157,33,1
49,7,1,4,699.84,0.06,17.04,41.08,662.4,38,0,7,2,23,27,84,40,11,1
126,17,1,7,2387.54,0.02,50.88,46.92,6749.38,110,0,13,0,27,39,248,147,31,1
60,3,1,3,938.26,0.04,28.18,33.29,1469,40,6,12,0,20,22,112,62,5,1
66,6,6,5,1200.89,0.05,20.53,58.5,1369.43,41,9,14,0,20,38,127,78,11,1
18,2,1,2,180.09,0.09,10.56,17.05,105.67,11,0,5,0,13,8,28,13,3,1
23,2,1,2,184.48,0.15,6.82,27.06,69.88,12,5,4,0,10,11,27,15,3,1
11,2,1,1,92,0.14,7.07,13.01,36.14,7,0,2,0,9,7,12,11,3,1
138,41,22,18,1878.76,0.03,35.76,52.53,3732.96,98,22,16,0,19,34,200,128,81,1
130,28,24,9,2891.54,0.03,35.63,81.17,5722.85,91,18,18,1,20,48,304,171,55,1
135,33,10,29,2275.41,0.03,38.81,58.63,4905.84,125,3,5,0,24,47,218,152,57,1
41,7,3,5,620.12,0.05,18.75,33.07,645.95,32,0,6,1,18,24,65,50,13,1
38,8,3,4,598.26,0.07,13.82,43.3,459.27,29,2,5,0,16,22,76,38,15,1
40,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
73,7,1,7,1548.7,0.05,21.27,72.8,1830.28,62,0,9,0,12,33,165,117,13,1
252,33,23,18,4699.1,0.02,46.61,100.81,12168.53,172,45,32,1,28,85,406,283,65,1
12,3,1,3,153.8,0.13,7.64,20.14,65.25,10,0,0,0,12,11,20,14,5,1
74,7,1,7,872.72,0.04,23.85,36.6,1156.17,57,5,10,0,20,26,96,62,8,1
51,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
7,2,1,1,43.19,0.33,3,14.4,7.2,5,0,0,0,6,4,9,4,3,1
57,11,1,4,734.53,0.04,23.21,31.65,947.16,53,1,1,0,18,19,92,49,15,1
54,10,1,5,771.1,0.05,22.13,34.85,947.81,40,3,8,1,18,24,84,59,19,1
159,20,5,18,2383.08,0.03,39.58,60.2,5240.57,118,12,27,0,25,48,233,152,37,1
94,5,1,5,1202.52,0.04,25.94,46.36,1733.05,53,21,18,0,21,34,124,84,8,1
139,15,1,14,1881.03,0.03,33.27,56.53,3477.05,100,12,25,0,24,44,187,122,27,1
152,22,12,14,2581.16,0.02,51.02,50.59,7316.46,109,17,24,0,28,45,253,164,41,1
59,4,1,4,581.39,0.07,14.69,39.58,474.4,37,11,9,0,15,24,63,47,7,1
171,17,1,16,2816.58,0.02,56.45,49.89,8833.83,122,22,25,0,27,44,274,184,31,1
44,6,4,3,798.65,0.04,28.5,28.02,1264.53,26,7,7,2,24,24,86,57,11,1
162,25,15,13,2525.45,0.02,47.54,53.12,6670.48,109,31,18,2,27,46,246,162,49,1
152,15,6,9,2448.26,0.03,34.96,70.04,4754.74,109,22,19,0,25,59,218,165,29,1
181,21,4,7,3511,0.01,69.3,50.66,13517.85,158,1,20,0,23,38,381,229,41,1
91,10,8,9,1470.82,0.03,29.05,50.63,2373.85,55,23,11,0,22,39,145,103,19,1
206,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
198,20,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
70,17,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
21,3,1,2,190.4,0.24,4.24,44.96,44.8,14,0,5,0,8,17,23,18,5,1
41,4,1,3,738.76,0.05,19.79,37.33,812.16,30,4,5,0,21,26,84,49,7,1
381,23,20,23,7350.67,0.02,62.37,117.86,25468.17,247,68,59,5,23,78,681,423,43,1
64,3,1,3,566.19,0.2,4.94,114.59,155.43,29,13,20,0,8,34,63,42,5,1
102,11,1,5,2235.4,0.04,28.56,78.27,3546.84,76,8,12,3,24,50,241,119,14,1
51,5,1,5,581.39,0.13,7.5,77.52,242.25,34,1,14,0,9,30,60,50,9,1
134,27,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1
587,48,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
350,69,14,62,9516.77,0.03,33.19,286.74,17547.68,325,0,23,0,21,174,701,550,137,1
69,11,3,10,1010.59,0.04,26.74,37.8,1501.03,64,0,3,0,9,17,114,101,21,1
324,76,17,41,7936.48,0.02,55.45,143.13,24449.13,277,9,32,0,30,122,646,451,151,1
255,41,23,15,2583.7,0.04,23.16,111.55,3324.76,132,86,36,1,24,86,215,166,81,1
152,16,11,9,3370.73,0.04,26.92,125.22,5040.68,115,0,35,0,22,85,292,208,31,1
58,5,1,4,714.73,0.1,10.09,70.82,400.73,37,5,14,0,13,38,67,59,9,1
40,4,1,4,556.28,0.07,15.3,36.36,472.84,28,2,7,0,18,20,72,34,7,1
25,5,1,5,311.14,0.07,14.62,21.27,252.8,17,0,6,0,13,12,40,27,9,1
50,10,5,9,845.75,0.06,17.61,48.03,827.29,35,2,3,8,17,28,96,58,19,1
87,22,5,13,1359.05,0.04,24.21,56.13,1827.96,69,6,9,0,20,38,140,92,43,1
74,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
103,11,5,5,1931.19,0.04,28.38,68.05,3044.84,81,8,12,0,22,50,184,129,21,1
83,14,9,13,1968.17,0.03,35.38,55.63,3868.37,78,0,2,0,17,37,188,154,27,1
235,17,4,14,4807.44,0.03,35.37,135.94,9445.45,168,26,36,3,23,93,415,286,33,1
122,10,4,7,2473.4,0.04,26.85,92.11,3689.89,92,9,19,0,22,68,215,166,19,1
130,3,1,1,3837.56,0.04,23.31,164.62,4970.03,113,2,13,0,16,93,296,271,5,1
56,6,5,2,943.86,0.03,32.2,29.31,1688.46,40,5,8,1,23,25,99,70,11,1
89,5,1,5,2004,0.04,27.13,73.87,3020.21,61,0,26,0,17,47,184,150,9,1
205,38,22,23,3119.81,0.02,60.83,51.28,10543.79,157,26,14,6,25,45,290,219,75,1
537,81,50,38,12270.74,0.01,95.95,127.89,65409.58,424,27,74,10,33,119,1001,692,161,1
45,8,6,8,595.23,0.04,24.5,24.3,810.18,31,5,6,0,17,17,68,49,15,1
41,5,3,2,927.48,0.05,21.38,43.39,1101.38,32,1,6,0,18,24,115,57,9,1
274,17,6,13,5221.88,0.02,64.48,80.97,18709.55,219,18,34,1,29,67,495,298,32,1
49,2,1,1,1198.23,0.02,51.88,23.1,3453.24,41,2,4,0,15,12,169,83,3,1
84,21,14,10,2365.21,0.03,32.47,72.84,4266.82,74,4,6,0,29,71,197,159,41,1
76,14,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
93,5,1,5,1832.62,0.03,32.58,56.24,3317.39,56,28,9,0,23,48,162,136,9,1
67,11,7,4,1111.22,0.05,19.54,56.86,1206.46,56,1,8,0,18,35,118,76,21,1
32,4,1,4,310.23,0.15,6.89,45.03,118.73,22,1,7,0,8,18,35,31,7,1
24,2,1,1,266.89,0.13,7.47,35.74,110.71,16,0,6,0,8,15,31,28,3,1
41,10,1,1,448.01,0.08,11.81,37.94,293.93,33,0,3,3,16,21,55,31,11,1
44,11,1,1,500.26,0.08,12.57,39.81,349.22,36,0,3,3,17,23,60,34,12,1
185,33,24,24,4725.86,0.03,37.58,125.76,9865.88,141,9,24,8,23,71,489,232,65,1
143,13,12,12,3155.04,0.04,26.57,118.74,4657.44,81,31,24,4,20,70,300,186,25,1
32,1,1,1,229.35,0.17,5.75,39.89,73.26,12,11,6,0,6,12,32,23,1,1
284,33,10,24,3150.97,0.06,17.89,176.14,3131.52,165,66,51,0,23,108,280,168,65,1
149,11,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
134,14,8,10,2772.48,0.02,41.9,66.17,6453.47,107,4,18,3,31,64,249,173,25,1
253,32,7,27,4411.17,0.02,55.23,79.87,13534.26,166,45,32,8,35,77,405,243,58,1
169,31,18,25,5970.05,0.02,65.86,90.65,21844.23,130,8,26,2,29,83,500,377,61,1
49,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
122,15,5,11,1747.14,0.03,37.86,46.15,3674.37,82,17,12,4,21,38,160,137,29,1
74,7,1,7,970.74,0.05,21.94,44.25,1183.09,53,6,6,3,18,32,94,78,13,1
172,22,14,19,3167.7,0.02,44.2,71.66,7779.11,121,10,16,23,22,54,290,217,43,1
53,5,1,5,878.7,0.06,18,48.82,878.7,27,4,20,0,18,27,106,54,9,1
123,17,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
350,58,16,41,7403.99,0.01,78.55,94.26,32308.3,265,45,31,7,27,77,657,448,115,1
65,9,4,5,940.8,0.04,23.57,39.91,1232,45,8,10,0,18,21,123,55,17,1
79,13,1,4,1310.33,0.03,37.79,34.68,2750.65,57,8,12,0,23,28,139,92,22,1
69,8,1,5,1505.5,0.03,31.84,47.28,2663.24,63,0,4,0,20,38,136,121,15,1
80,8,1,7,1318.9,0.08,13.25,99.54,970.86,55,6,17,0,13,52,113,106,15,1
39,3,1,3,465,0.09,11.63,39.98,300.48,27,5,5,0,13,19,59,34,5,1
45,6,1,6,906.16,0.06,16,56.63,805.47,34,0,5,2,16,29,107,58,11,1
168,16,14,12,4216.97,0.03,31.82,132.53,7454.5,109,14,43,0,19,83,354,278,31,1
33,3,1,1,692.77,0.05,21.2,32.68,815.93,27,0,3,0,16,20,81,53,5,1
48,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
92,10,1,6,1869.21,0.04,27.56,67.82,2862.23,69,3,18,0,21,48,180,126,19,1
65,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
88,6,1,4,2099.48,0.03,30.54,68.75,3561.62,72,2,11,0,19,42,219,135,11,1
166,20,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
56,8,5,7,965.1,0.05,20.81,46.37,1115.9,44,0,10,0,18,32,97,74,15,1
88,15,6,9,1613.99,0.03,36.56,44.14,3278.43,62,9,13,2,25,40,151,117,29,1
332,37,8,8,6813.54,0.01,81.71,83.39,30929.5,209,73,44,3,29,74,602,417,73,1
188,38,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1
63,24,20,5,807.47,0.03,32.94,24.51,1477.71,57,2,2,0,20,17,99,56,47,1
91,26,1,2,1447.68,0.04,25.5,56.77,2050.88,85,0,3,1,34,56,139,84,27,1
56,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
29,6,1,4,425,0.07,13.68,31.06,323.1,20,2,5,0,13,19,45,40,11,1
166,27,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1
53,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
37,6,4,2,614.01,0.04,23,26.7,784.57,24,6,4,0,19,19,71,46,11,1
89,13,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
17,2,1,2,178.38,0.1,10.11,17.64,100.2,9,2,4,0,13,9,26,14,3,1
111,25,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
109,7,1,6,1607.09,0.04,27.03,59.45,2413.48,61,32,16,0,21,47,143,121,12,1
31,5,1,3,459.83,0.18,5.7,80.67,145.61,21,3,5,0,9,30,49,38,9,1
89,4,1,4,488.06,0.07,14.91,32.74,404.25,32,14,31,5,16,22,52,41,7,1
132,6,1,6,971.34,0.05,18.59,52.24,1003.39,52,23,51,4,17,32,103,70,9,1
78,15,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
47,3,1,1,1166.65,0.04,25.5,45.75,1652.75,36,4,4,0,17,26,137,78,5,1
256,74,1,38,9621.72,0.02,44.62,215.66,23849.08,210,4,40,0,19,112,842,526,147,1
91,2,1,1,3748.76,0.03,34.4,108.98,7164.29,80,0,8,1,16,60,342,258,3,1
50,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
90,14,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
52,9,1,6,669.69,0.04,24.89,26.9,926.21,42,0,8,0,22,19,82,43,15,1
490,77,43,37,14374.41,0.02,59.95,239.78,47872.58,374,51,64,1,39,256,965,787,153,1
23,6,3,1,257.85,0.04,24.75,10.42,354.55,17,0,4,0,11,4,48,18,11,1
27,1,1,1,398.07,0.05,19.5,20.41,431.25,17,0,8,0,13,10,58,30,1,1
621,25,1,24,15997.27,0.01,106.91,149.63,95014.09,384,120,102,13,48,176,1265,784,36,1
79,14,8,6,904.1,0.03,29.25,30.91,1469.16,60,5,12,0,27,30,90,65,27,1
151,7,1,6,1878.44,0.02,44.83,41.9,4678.1,80,32,33,3,52,58,177,100,12,1
98,7,4,5,2048.3,0.04,28.25,72.52,3214.2,75,6,15,0,23,57,184,140,13,1
123,8,4,6,2531.82,0.04,27.5,92.07,3868.06,91,10,20,0,22,68,220,170,15,1
97,21,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1
324,19,1,19,12426.34,0.03,35.06,354.41,24205.48,242,0,80,0,12,128,995,748,37,1
76,2,1,2,1347.31,0.06,16.09,83.73,1204.41,43,23,8,0,12,44,114,118,3,1
89,14,11,8,1674.3,0.03,32.36,51.74,3010.06,69,7,7,4,23,43,156,121,27,1
199,29,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
86,13,4,11,1341.24,0.06,18.01,74.46,1342.13,68,2,13,1,17,42,139,89,25,1
165,23,5,15,3538.24,0.02,56.36,62.78,11079.33,133,2,25,2,40,77,298,217,35,1
198,23,15,11,4812.38,0.02,49.53,97.16,13242.3,124,37,27,7,34,81,467,236,42,1
34,16,16,2,670,0.04,28.5,23.51,1060.83,29,0,3,0,19,13,96,39,31,1
187,20,7,18,3614.71,0.03,39.13,92.37,7858.48,143,14,26,2,29,83,307,224,37,1
51,31,28,28,1890.21,0.03,37.73,50.09,3962.56,44,1,4,0,21,32,215,115,61,1
115,15,1,3,1795.84,0.02,40.92,43.88,4082.84,85,16,12,0,19,26,215,112,29,1
214,61,49,28,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
193,36,1,36,3656.37,0.03,34.83,104.97,7075.74,148,4,38,0,15,45,410,209,71,1
225,37,22,35,4877.74,0.02,53.49,91.19,14494.26,165,6,29,23,28,78,427,298,73,1
133,16,1,7,2402.15,0.02,44.57,53.9,5947.55,99,6,26,0,14,30,249,191,31,1
116,13,4,6,1259.47,0.04,23.63,53.3,1653.27,55,44,15,0,19,39,118,97,25,1
94,23,18,18,1222.01,0.05,20.9,58.46,1419.11,77,12,3,0,16,31,139,81,45,1
19,2,1,2,225.14,0.08,13.06,17.24,163.38,10,3,2,2,11,8,34,19,3,1
172,25,24,25,3617.55,0.03,30.27,119.52,6082.84,136,8,18,6,16,60,352,227,49,1
94,19,7,7,1595.93,0.04,26.56,60.1,2354.61,77,7,9,1,19,44,144,123,37,1
61,15,1,8,1828.79,0.03,34.48,53.03,3503.42,51,0,8,0,16,29,208,125,29,1
318,75,20,55,11112.3,0.02,63.05,176.24,38925.55,287,4,23,1,32,152,887,599,149,1
209,19,17,13,2574.3,0.02,43.83,58.74,6267.86,116,47,37,7,24,46,252,168,37,1
134,13,11,11,2140.67,0.03,38.03,56.29,4522.59,85,35,11,0,22,35,246,121,25,1
80,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
20,8,8,2,352.53,0.04,22.67,15.55,443.93,15,0,3,0,17,9,58,24,15,1
122,23,1,22,1733.96,0.08,12.4,139.86,1194.31,95,0,25,0,9,49,161,135,45,1
233,46,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
94,10,5,9,2034.42,0.04,27.29,74.55,3084.19,68,3,8,13,23,59,180,140,19,1
150,18,9,11,2193.38,0.05,21.97,99.85,2676.66,114,0,34,0,18,59,206,144,35,1
104,13,9,9,2250.53,0.02,56.88,39.57,7111.03,88,1,12,0,28,32,251,130,22,1
136,12,1,9,2954.26,0.06,17.6,167.9,2887.79,107,8,19,0,17,100,223,207,23,1
58,18,16,3,727.96,0.05,20.24,35.97,818.52,43,7,3,3,19,23,86,49,35,1
89,16,14,13,1624.63,0.03,37.26,43.6,3362.8,67,10,10,0,21,31,175,110,31,1
312,27,3,21,7396.9,0.02,41.1,179.95,16891.42,236,18,55,0,27,134,601,408,53,1
19,1,1,1,110.36,0.24,4.2,26.28,25.75,7,0,4,0,7,10,15,12,1,1
257,14,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
95,2,1,2,2732.16,0.04,22.48,121.52,3412.71,53,15,25,0,13,61,229,211,3,1
96,15,9,9,2157.45,0.02,50.92,42.37,6103.19,70,9,14,1,38,50,200,134,27,1
170,19,1,7,8245.78,0.01,100.4,82.13,45994.62,146,9,9,4,30,62,851,415,28,1
107,10,4,7,2023.52,0.02,43,47.06,4833.95,74,17,13,0,26,39,207,129,18,1
130,11,8,8,3184.5,0.03,30.83,103.28,5454.93,96,10,19,2,22,66,308,185,21,1
42,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
108,1,1,1,1134.76,0.45,2.2,515.21,138.85,46,24,36,0,4,79,91,87,1,1
196,48,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1
43,4,1,4,701,0.08,12.5,56.08,486.81,31,6,4,0,14,28,80,50,7,1
243,27,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1
90,11,1,8,1636.88,0.03,37.51,43.63,3411.47,71,3,13,0,27,35,178,101,17,1
390,76,29,25,11651.74,0.01,172.09,67.71,111395.74,298,21,69,0,58,91,1074,540,129,1
76,4,1,4,420.38,0.07,14.61,28.78,341.17,21,13,28,11,21,23,45,32,6,1
288,4,1,3,9129.54,0.02,50,182.59,25359.82,221,3,61,1,20,113,729,565,7,1
93,20,16,15,2268.58,0.04,25.69,88.31,3237.45,76,4,10,0,21,56,225,137,39,1
77,9,1,7,1196.74,0.03,30,39.89,1994.57,46,10,18,0,25,30,135,72,17,1
135,10,1,10,3438.71,0.01,69.04,49.81,13188.71,96,35,1,0,74,82,319,153,11,1
132,14,6,12,2929.01,0.03,29.93,97.88,4869.48,90,17,22,0,21,60,291,171,27,1
235,29,22,17,7575.73,0.04,27.34,277.1,11506.33,158,43,32,0,12,115,560,524,57,1
63,11,3,7,660.68,0.04,23.33,28.31,856.43,35,15,9,2,21,18,85,40,21,1
202,70,1,10,5434.67,0.02,48.12,112.95,14527.49,150,8,42,0,17,56,561,317,139,1
49,4,1,4,756.73,0.06,16.19,46.75,680.43,28,3,16,0,19,27,91,46,7,1
902,37,1,37,31233.49,0.01,133.13,234.62,230998.66,525,206,135,34,44,215,2595,1301,55,1
242,56,12,33,4614.43,0.04,25.61,180.19,6565.06,192,15,30,3,26,133,369,262,111,1
194,21,7,12,2266.6,0.05,21.1,107.44,2656.44,112,44,33,3,22,73,205,140,41,1
327,21,12,13,13686.71,0.02,51.85,263.95,39428.68,249,10,66,0,25,182,1024,755,41,1
537,18,1,16,16602.54,0.02,62.49,265.68,57640.16,375,44,114,2,24,183,1205,953,35,1
190,39,3,35,4757.62,0.03,30.71,154.91,8117.38,155,0,33,0,18,97,364,331,77,1
202,44,40,44,4624.95,0.02,41.37,111.79,10630.49,172,7,21,0,21,67,452,264,87,1
86,9,3,6,1022.11,0.05,21.85,46.79,1240.52,51,27,6,2,24,39,100,71,16,1
149,25,15,9,4558.15,0.02,47.53,95.89,12036.9,117,16,12,0,23,60,467,248,49,1
134,23,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1
151,25,6,16,2148.47,0.03,39.81,53.96,4752,112,6,31,0,26,48,199,147,46,1
130,27,25,19,2952.93,0.04,28.4,103.97,4659.32,76,29,18,3,23,66,293,163,53,1
106,9,4,6,2230.92,0.04,28.09,79.42,3481.49,78,9,17,0,23,61,200,149,17,1
325,85,57,58,5147.4,0.04,24.56,209.56,7024.21,287,17,17,1,19,111,446,287,169,1
325,49,17,35,6359.48,0.02,42.55,149.47,15031.65,241,47,35,0,25,109,529,371,97,1
572,273,1,2,15938.96,0.01,140.51,113.44,124421.27,552,13,5,0,280,549,1093,551,274,1
65,4,1,3,1417.63,0.05,21.15,67.03,1665.72,44,8,10,0,18,40,148,94,7,1
513,82,8,76,10159.52,0.01,140.64,72.24,79380.63,452,4,54,1,65,113,870,489,127,1
343,68,20,25,7864.89,0.01,95.8,82.1,41858.69,271,42,27,1,28,70,710,479,135,1
299,68,1,68,6080.25,0.01,69.28,87.76,23402.31,266,4,27,0,73,157,477,298,81,1
173,33,29,23,4743.71,0.02,52.11,91.03,13733.34,151,5,15,0,28,74,449,264,59,1
436,64,13,57,7432.7,0.01,71.42,104.06,29492.96,320,21,93,0,61,158,589,370,99,1
97,15,1,11,1891.02,0.03,33.77,56,3547.5,70,11,12,2,22,43,182,132,29,1
186,42,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1
128,20,6,8,2010.97,0.04,27.61,72.83,3084.85,91,9,23,2,22,49,204,123,39,1
334,33,19,17,8312.38,0.02,47.68,174.35,22016.59,244,11,63,14,21,111,676,504,65,1
82,11,5,10,1493.79,0.04,26.96,55.41,2237.31,51,12,11,6,21,37,160,95,21,1
161,13,11,11,4273.98,0.03,38.42,111.25,9122.09,105,20,32,1,22,67,426,234,25,1
